0.000100	-0.591275	-1.378218	0.000000	0.616636	-0.264545	0.000000	
0.000100	0.564022	0.615177	0.000000	-0.437549	0.401165	0.000000	
0.000100	-0.343495	0.331199	0.000000	-0.329610	-0.341846	0.000000	
0.000100	-0.371702	1.486395	0.000000	-0.651406	-0.162897	0.000000	
0.000100	0.328758	1.753320	0.000000	-0.656678	0.123131	0.000000	
0.000100	-0.024972	-1.103839	0.000000	0.642767	-0.014542	0.000000	
0.000100	-0.253156	0.748604	0.000000	-0.551867	-0.186625	0.000000	
0.000100	-0.910876	-1.926276	0.000000	0.586453	-0.277315	0.000000	
0.000100	-0.313586	0.289693	0.000000	-0.306501	-0.331780	0.000000	
0.000100	0.051872	0.517497	0.000000	-0.490721	0.049188	0.000000	
0.000100	0.711203	0.821151	0.000000	-0.484179	0.419350	0.000000	
0.000100	0.543546	0.324224	0.000000	-0.274334	0.459908	0.000000	
0.000100	0.474920	-0.665912	0.000000	0.480000	0.342330	0.000000	
0.000100	1.375004	1.427843	0.000000	-0.474391	0.456836	0.000000	
0.000100	-0.285271	0.795505	0.000000	-0.561116	-0.201218	0.000000	
0.000100	-0.142298	-1.232104	0.000000	0.653410	-0.075463	0.000000	
0.000100	-0.528377	-0.924992	0.000000	0.553598	-0.316228	0.000000	
0.000100	0.839165	-0.688023	0.000000	0.406015	0.495206	0.000000	
0.000100	0.771925	-1.029454	0.000000	0.529220	0.396830	0.000000	
0.000100	-0.244955	0.118100	0.000000	-0.158670	-0.329105	0.000000	
0.000100	0.998817	-1.735874	0.000000	0.569765	0.327841	0.000000	
0.000100	-0.038766	0.104574	0.000000	-0.221076	-0.081954	0.000000	
0.000100	0.685633	-0.402580	0.000000	0.295607	0.503448	0.000000	
0.000100	1.099185	0.569666	0.000000	-0.302566	0.583809	0.000000	
0.000100	1.119704	0.269561	0.000000	-0.151856	0.630781	0.000000	
0.000100	0.692998	1.166771	0.000000	-0.572552	0.340065	0.000000	
0.000100	-1.139573	-0.133063	0.000000	0.075187	-0.643920	0.000000	
0.000100	0.732869	-1.766164	0.000000	0.611923	0.253917	0.000000	
0.000100	-1.196267	-0.220419	0.000000	0.118796	-0.644732	0.000000	
0.000100	0.313649	-0.995010	0.000000	0.604922	0.190685	0.000000	
0.000100	0.429238	-0.543431	0.000000	0.435416	0.343920	0.000000	
